clean_text,category
add prefix name chaukidar mai vision par believ karta hoon modi cheater mai parti sadasya nahi desh hit sochta hoon best luck,1
modi govern chang lifestyl common man sat sharma via speak,2
modi loser even win cheat win rememb cheater never prosper,1
need give complet major rd continu get guy jail,0
astrolog patna predict sure death modi becom,1
sinc come power prime minist narendra modi undon year neglect brought legaci legend forefront line govern motto keep india first parti ideolog famili,1
sad helpless indian citizen right injur modi gunda sister mother insult abus threaten leav india incred indiacan guy educ toler civilis defeat sentiment may,1
modi owe rise jaitley jaitley abv go breakfast post,0
alreadi grant nearli leeway reform avail let tri differ rout,1
modi kill thousand muslim gujrat samjuta express hindu girl convert islam wish video viral social media know problem pakistan defeat intern forum still look prof balakot,1
ever call decenteduc honestnot like modi lierself obsesseduneduc dictat,0
look like modi prachaar,1
rahul ghandhi stand modi year gujarat year,0
farmer contest modi may lose elect indic distress farmer commun help farmer,0
sir until unless use bad word modi come fame,2
mam fault lie peopl elect dim wit one bring bad name parti give vote modi name sometim elect filth hurt,1
modi fake brandfak smart citi fake chokidar everyth imaginari illus,2
would dont stan modi hous,0
ye bcuz india sent lot terrorist balochistan terrorist activ fail educ person like modi kill peopl win elect even peac releas abhinanden moreov dont smoke stupid indian,1
foundat new india alreadi laid modi govt vision hous health educ india realis aspir toward prosper futur via namo app,1
shri modi exclus interview india via,0
potenti chang india modi modi forev,0
accord law karma vindict peopl way hurt other end broke alon mrmodi want use congress scheme proxi incompet treacheri here even fail articl,2
along chidu jail true nation want know nirav modi busi associ,1
notic baroda neglect govt offic baroda still function like tie whatev happen fund receiv dark baroda vote modi full support yet arestruggl,1
well said obvious one perfect may disagre modi polici give feedback actual healthi sinc want cong famili alway right cultur least doubt commit abil make nation better place,1
start bjp person call rahul ravanna notmodi name call everi opposit sit chair that shame bucket channel,0
opposit parti use derogatori word againstpm modibut otherhand modi never use word ji opposerssham,0
sir impress brought notic voter action tirugu batu call vennu potu ycpmusugu loo kedikcrchormodi real vennu potudhroham cr jagan help kedikcr avoid one lakh crore krishna godavari water due,1
stead go auction neerab modi bunglow gener amount itwa prefer demolish whywa fear trace document connect involv high profil peopl,1
hate modi heart like,2
arm forc give befit repli enemi politician jump take credit,0
elect commiss indiaeveri thing india bais eci act complaintsnot ownrailway busairlin ticket carri modi photo eci blind bit modi win,1
feel one xtreme interest perhap facilit ghatiyabandan parti fear modi take delhi make lutyan uncomfort,1
also good opposit modi,1
hope sustain life trust modi vision warn develop guy blind hindu rashtra person,1
one aspect pertin point mani ignor need state regard acquitt peopl terror case especi sri modi innumer case go unendingli final given cleanchit,1
still believ cr citizen countri fool hope give benefit repli modi,0
modi hold ralli jammu th,0
concern paid mediajournalist concern modi,1
havent jibe taunt alway part keralit bjp supportersplac stay ekmbjp mock never matter goahead proudli lotu pin heart swagger step vote bjp modi,1
rafal paper stolen bodi terrorist kill balakot stolen lakh account stolen modi degre certif stolen modi marriag certif stolen brain bjp support stolen,2
honebl sir write alreadi compain aam public vote festiv india loksabha lelcet bjp candid modi becom full major gave decis favour india jai hind sir proud,1
akbaruddin owaisi challeng modi question main bhi chowkidar campaign,1
zee ensur youth sensitis duti vote punit goenka repli narendra modi,0
good morn make fool fakendra modi chor hai pleas dont forget remov fakendra modi corrupt fake failur govern rememb bring great congress best rahul gandhi,1
cronyism full cri,1
opportunist unholi allianc grab power cost bsp rival ever sinc join defeat modi without ideolog vision congress join bandwagon limit agenda defeat modi peopl must reject opportunist allianc,2
controversi modi biopic escal video,1
pappu parti agenda fight modi dont matter address interest indian public also betray,0
refus come pakistan henc modi sarkar repay patriot,0
way adani project stand gain sez statu,0
modi name echo across countri made india proud everywher strong bharat establish leadership yogi adityanath said,1
start play hindu muslim polit agenda chnage modi hatao would done good job tenur sure dont beg allianc congress parti,1
modi lot underwear may check person nelli,0
modi disast indiamodi india bless pakistan damag isi year india modi done vote sensibl vote india idiot destroy futur countri,2
narendra modi led bjp govern promis crore job year year later leak job creation report card reveal nation disast unemploy highest yr crore youth jobless alon,0
modi finish like hitler,0
think chirkut like know think indian ratan tata delusion,1
reason vote modi fragil five fastest grow economi india th largest th largest economi india share world gdp averag gdp previou regim,2
rajasthan doctor write narendra modi ban ecigarett,0
kejriw ask allianc seem shatter modi punjab defeat,0
modi match intellectu class present must start salut sir,1
crore sugarcan due uttar pradesh farmer keep eye modi sugarcan due,0
voter survey predict narendra modi return second term via,0
invit join support come gener elect visit join help shape baneng layeng modi dobara via via,1
modi neeti saaf hai uss jazb kadr karti hun ye agre decis opinionsw may disagre buth best india ever seen,1
way till modi contest sure,1
bedi modi share good memori encount crocodil modi brought babi croc home childhood everyon know kabir croc love khoon bhari maang,1
first aunti resigna terrorist kill jawan doubtdef minist jobinfact even modi bark loudli fake surgic strike terrorist left vanish appeal armi dont play hand politician,2
man tango modi hurt ncbn hurt money,0
rajasthan governor shud resignotherwis janhit yachikanot costitut dutydo prachar crimin modi,2
rahul gandhi time west narendra modi time best,1
wont surpris modi send presid kovind campaign bjp next,1
rememb guj ladi governor sat lokpal paper blame modi delay,0
ye vote modi jiiiiii,0
modi show mirror bail gandhi famili via,0
question friend answer letter friend happen modi support via,0
atleast rahulji donot lie give jumla like narendra modi doingso vote goe rahul speak truth nation threat danger modiji wrong polici voter need save nation vote favor congress,2
yaar agre fault modi particular govt staff doingjounk depart saaf nahi rakhsakta hai woh kya desh baar mein sochsaktha haiso govt shld declar govt depart privat polit parti,1
cong see write wall finish modi develop reform agenda cong loot agenda modi made million chowkidar request,0
razack noth better leader small extremist commun parti mainstream muslim prescrib ideolog modi care two hoot parti media make look like import person,1
quit clear done deliber intent mislead public,1
fugit diamond dealer nirav modi arrest jewel busi news,0
modi respons tweet shit,0
saport narendra modi,0
narendra modi new york last week tonight john oliv hbo via,1
assum servant day rob anyon fact see statist robberi level gone due unemploy last year also guarante corrupt govt today sinc modi lead sinc year,2
good noth bjp fakendra modi fool make sure,1
still vote modi,0
main differ modi beg vote becom beg becom india,1
ohk ghost kill sikh per knowledg nd modi get clean cheat congress central govern govern bjp kill peopl religi riot,2
last year remain silenthi silenc given modishah gang ride himif explod sunami,0
connect name surnam bcz religion connect name surnam common like raga connect nirav modi namo,2
sir governor rajasthan recent endors modi despit hold constitut chair expect polit neutral discharg servic gather courag condemn rhetor advic refrain act,2
modi sir would like meet senior authorityi wonder plan empow unemploy regard anoop gupta greater noida,1
hope seen promis deliv atleast analog state power modi would never come power promis wont help,1
modi goe tweet spree yet ask note person walk life urg indian vote upcom lok sabha elect,0
day elect date announc modi govt amend sez act adani project jharkhand becom first standalon power project india get statu benefit sez adani save billion annual,1
modi led central govern establish expos chaukidaarchorhai bhakt foolishli respond maibhichaukidaar call chor high time unemploy youth india respond,1
good noth bjp govern fakendra modi chor hai,1
rememb peopl start find fault prasoon joshi qna london peopl start find fault star tag amaz time appear nonbhakt oppos anyth link modi,1
india countri standup prick think everyth blame modi even goo home,0
jai modi anyth bjp aliv afterward remain jai hind,1
kejriw repeat bjp sakshi maharaj said week said modi elect second term elect also tweet sakshi maharaj also,0
anpad ankitais bolegaaadont surpris other think differ perfect exampl anoth andh modi bhakt carri hatr bhakt,1
kalyan singhcharg sheet readi term endsmodi istutia cover,1
airlin said board pass featur modi photograph withdrawn found violat model code conduct,0
modi salesman tea salesman jumla salesman tshirt,0
vishal dadlani slam narendra modi claim hang rapist call lie,0
speaker malik start becam eagerli wait last year modi becom reduc price bring,0
immatur bail pre rahulgandhi take decis matter hasnt ever taken decis total incompet due lack educ knowledg experi understand anyth except mouth lie abus modi due modifobia,2
hindu win even narendra modi,1
noth compar comedian brazenli tweet modi bmc offici demand bribe regularis illeg construct fail provid evid jai maha,2
india rule parti govern destroy india futur gener,0
scene freaki ali imagin modi mitrooon namo wear,0
tri best write reason modi govt fail serious sorri cours vote kareng,2
pass insid info quid pro quo went jail compar rajat gupta nirav modi dishonest,2
gaurav yatra modi refer sonia gori chamdi wali yet refer race specif elect notifi rule court read,1
modi mission daili mirror tv kannada via,0
modi contest elect pakistan,0
start onlin petit appeal censor board modi ever stop releas least blur vivek oberoi face scene cant imagin modi role,1
aapa educ modi gave birth new technolog,1
hariprasad man shamelessli said pulwama attack matchfix modi pakistan congress candid bangalor south candidaci insult nationalist peopl bangalor bangalor south repli,0
modi one simpl suggest vote peopl arework outsid hometownsfor vote take leav travel km introduc onlin vote would help everi onetim money also save,1
narendra modi pull india back news came washington post jan dont want see type news select good parti rule,1
modi wine elect would suggest take minist oath templ instead parliament candid hesit anyth wrong good tk,2
state time news ladakh bjp nation vicepresid prabhari state avinash rai khanna sunday assert ladakh got due recognit long battl ladakhi peopl right modi govern address shakti kendra,2
putin let work russia trump let make america great jinp let make china superpow modi let order namo tshirt,1
rapist nihalchand given ticket that sanskari narendra modi want make feel women india safe,1
state time news akhnoor fire salvo prime minist narendra modi former deputi chief minist tara chand sunday alleg govern want accept job crisi countri interact youth,2
shame,0
came back modi,0
truli dens say modi less authoritarian upa neha see sir dont care abt democraci agenda wish also resid btw like destruct democraci affect anyway,2
good act modi better,1
like modi secretli sent greet imran khan pak nation day call write love letter beffit repli,1
correct arent let sonia fight varanasi rahul gandhinagar confid enough sonia raul win modi shah irrespect locat,1
joke,0
need kind activ whole india awar indian peopl support modi,1
sir miss left india need littl happi gave strength enegri use elect make modi thank sir great work shanti,1
hindu nationalist terrorist encourag modi parti,0
come telangana whole heartedli support tr come india one modi,1
final day modi govern adani project jharkhand becom india first power sector sez decis save compani billion annual clean energi cess alon read full report,1
ram manohar lohia would proud nda govern modi,1
hope convey messag modi shah,0
better congress sold countri modi actual reclaim back,1
yogi adityanath term congress saharanpur candid imran masood kin terrorist azhar masood titl masood logic call narendra modi thief scamster becoz titl nirav modi,0
modi hand huge opportun sad thing refus listen heartbeat countri arrog came fight soul nation choic clear,1
namo modi bjp medchal constitu,0
youth modi via namo app,0
work expediti extradit nirav mea,0
want narendra modi bjp rule india forev,0
nirav modi may soon get bail say lawyer,0
yogi miss dai modi ralli star campaign,1
peopl told modi govt isnt better manmohan singh govt govt give subsid directli bill modi govt told put account never reach corrupt lpg compani banker central govt respons tell true lie,1
cambridg analytica send money spew venom modi steal vote dynast allianc natur salari employe stick real job andhera prakash raj anoth paid modi hater bite dust,1
hope modi snyasi,0
fine articl give histori dubiou manner lokpal appoint fat end modi regim,1
modi pet project progress report,0
defeat modi els prime minist ever happen peopl happi kejriw peopl make sure wont becom even singl time,1
sure vote modi,1
modi bank lose lakh per minut waah modi wash masterstrok,0
narendra modi becam despit bias viciou media polit arrivist like want prop help media,2
trust modi,0
bye bye bjp govern fakendra modi chor hai pleas dont forget remov fakendra modi corrupt fake failur govern rememb bring great congress best rahul gandhi,1
elect affidavit say credentialsno issu say modi,0
imran khan act wise hindu girl case modi take action mob an modi convert india unsaf place minor give good piec advic modi,1
minist impot slur opposit drag modi ndtv news,0
also modi bjp indian armi,0
pakistan must everyth power bring modi back power elect best betwhil delusion rabid rss dog divis figur indian historyfast track implos indian union,1
compar modi vika purush elect plank sold nation fact vika nowher found tell need know modi year vika dead buri,2
think intellig thn tata sir use ever env educ ppl india world chant name,1
also one reason make happi etc etc,1
tell jaitley modi duo knowledg economi,0
dont forget high petrol diesel price that look ordinari citizen dont forget modi croni friend,2
otherwis,0
know modi immort accept corrupt peopl come back power whatev happen paper congress leader,2
via listen dad akhilesh dad search nikhil still listen momyou rahul listen anybodi arenarendra modi bodi listen kejriw,0
bjp manoj tiwari meet sapna choudhari amid congress membership backandforth say happi campaign modi,1
tweet mind kabir bedi said would like see modi wherea celebr ask peopl get vote look silli outrag,2
poll see modi wave say ram madhav econom time,1
narendra modi govern work nation secur develop public welfar sushma swaraj time india,0
india mang namo modi necessari develop india modi necessari vishwa guru modi necessari develop kisan modi necessari healthi india modi necessari develop peopl educ modi necessari safeti countri,1
modi contest bengaluru south congresss midnight list keep rumour mill abuzz news,0
jd mla shivaling gowda ask punch chant promodi slogan bjp retali india today,0
arun jaitley find rahul gandhi attack narendra modi telegraph india,0
elect fix narendra modi rahul gandhi run gauntlet south india,0
narendra modi two diversionari option telegraph india,0
congress like move defer releas modi biopic india today,0
akbaruddin owaisi slam modi main bhi chowkidar campaign econom time,1
narendra modi urg note person spread voter awar india radio,0
hope hope present govern hope modi remov get back illegitim author lutyen circl journal countri without nonsens,0
india mani peopl tri spread propaganda modi good india need awar peopl true,1
time test sir plank use modi coars brazenli guj assembl elect true ignit voter,1
right congress seem good option modi set bar low leav seat empti would look like improv rememb congress start aadhaar congress overseen corpor exploit natur resourc,1
firmli believ leadership narendra modi aleadi arriv spme degre come form govt center upcom elect imag,1
would abl modiji done capabl encourag rahul misbehav critic modi spoil career advis rahul join modiji congress want real vika messag janta janardanor readi suffer duffer understand,1
neutral hate secularist bcz secular relegion sanatana delebaratli mention retweet relegion nation defam modi time make sens tweet,2
modi govern fail protect women children govern fail protect human,2
modi chang name chowkidar adani group chowkidar ambani group best taglin mani project adani group got modi power,1
sell tshirt sell whole countri that narendra modi,1
one use nuclear never use sure get rafeal pak armi troubl answer shud care modi come back take reveng leav kashmir use anyon,1
kalyan singh statement stir controversi accord indian constitut governor neutral post,0
railway ticket board pass air india modi pic,0
leeway muzzi saviour left inc let tri abd chang histori let tri anf chang legaci yr that present bench mark start chang,0
one reason india economi surviv modi,0
modi thrown elect puducherri unit news india,0
modi good businessman year back sold dream complet tenur still sell tshirt cap build brand modi go benefit think press button vote preciou,1
charg rajat gupta nirav modi remot similar defend best compar appl orang,1
respect sir wrong pleas accept apolog suggest pleas think ticket rajendra aggraw hapur kithor seateven peopl agre aggraw aag aapki marji sure modi sir,0
intent right jave akhtar find name poster modi biopic mumbai mirror fintech,2
new addit alreadi exist npa rather reduc npa modi ad yet anoth class new npa,1
start call chowkidaar narendra modi happi,2
modi like radio say record one way commun sirf apni mann baat bolt hai know fact rahul listen voic countri,0
view cong support begusarai ensur entri parliament capabl effect counter modi,1
futur india support honour prime minist narendraji modi sir initi,0
modi address ralli bengal april,0
peopl india fed incompet modi govt blatant misus power rampant corrupt misgovern overt lie damag countrypeopl look toward congrss rule india,2
maha milawat satta swarth shoshan narendra modi target mahagathbandhan latest blog post,1
controversi food modi live,0
parti expert loot exploit modi rememb ram manohar lohia target mahamilawat,0
give job citizen india run propaganda modi low level journal bias pro congressi journal dont call self journalist,2
simpli mean sumanth uncl see lot ppl modi tshirt doctor would still prescrib gelusil bottl per day,0
muslim reform day night sorrow joy black white stupid geniu tri luck islam republ india,2
modi lead countri,0
dear pleas read tweet understand complet matter daughter mukesh ambani post vulgar order modi,1
simpli mean sumanth uncl see lot ppl modi tshirt doctor would still prescrib gelusil bottl per day,0
maulvi imam madrasa mosqu padr reverend variou church chapel spew venom modi think choos ignor,0
seem fan modih readi equip chowkidar accord modi chowkidari equip look better si secur agenc worker,1
sir think biggest achiev govern transform infrastructur india upsid peopl shud vote modi leap higher level sky stratospher limit,1
nirav modi fund bjp poll campaign say shiv sena,0
modi form govt,0
pl print photo chowkidaar public toilet also name modi mutralaya claim modi lot toilet construct,0
vote kar narendra modi appeal everyon tweetstorm via namo app,0
entir opposit tri malign imag one person proof strong modi faith toward nation,1
congress leader mallikarjuna kharg suresh abus singular manner leader shivaling gowda ask peopl throw stone modi parti cultur siddu,0
today everi patriot one motiv stop modi govern come back power cost arvind kejriw said book launch,0
busi flourish busi embezzl via,0
would abl modiji done capabl encourag rahul misbehav critic modi spoil career advis rahul join modiji congress want real vika messag janta janardanor readi suffer duffer understand,1
hve travers beaten track even yr let tri new one,1
structur societi damag extens go gaga modi time,0
differ pakistani state dont support crime narindra modi state support lynch beat hate crime special muslim india societi live pre stone age that kill beat human cow anim,2
india prime ministerchowkidar becom synonym patriot modi tell lakh secur guard,0
modi also live year like god like without modi also india move crore brother sister,2
ghuma phira kay baat kijiy simpl said india need human modi that,0
air india board pass pictur narendra modi caus stir,0
lol modi respons host websit properli,1
dare call modi demon hypocrit made show real face publicand take action exampl,1
jail anim lover worri fodder buffalo frustrat scam buffalo stand famili assur modi come power wont frustrat buffalo food,2
modi urg note person spread voter awar via namo app,0
abl capabl innov enough look india afresh one optimist leadership india new india promis,1
may think lot hatr bjp modi truth grate bjp rss help understand mean congress mean indian hindu shiv bhakt,0
thermal power capac ad histor low modi vika purash,0
question modi ji headgear give right moral author troll,1
rail sonia colour skin inde place birth premarriag nation would breach model code conduct sourc said read,1
hate congress mani reason rememb viciou vile bjp modi shah,1
right fight anyth debat even ask question,1
said kudo nitin gadkari heavyweight effici minist modi govt,1
modi scare bjp win,2
pleas dont forget remov fakendra modi corrupt fake failur govern sourc rangeen duniya via dailyhunt,2
goon much bigger danger plan modi come back declar lifewil di neonorm post,2
modiji wont tire cri foul main chowkidar hun desh tijoari panja nahi padn dunga deshbhakt servent peopl day bfr modi govt conveni chang rule sez adani kick back,2
say iran modi,0
modi pictur board pass invit troubl take decis news,2
like modi,0
croni croni croni adani enterpris main hold compani worth bare million decad later claim built asset worth billion gujarat model modi adani modani,1
talk dynasti son modi sambit also got ticket,0
better congress sold countri modi actual reclaim back,1
read truth behind modi sold india preciou forest chor chowkidar,1
what problem modi,0
decent ladi could play construct role indo pak relationship to modi line hate extrem instead someth stop lynch rape burn aliv blind pellet interferingwhi,2
one vote make differ anil kapoor answer modi elect clarion call extend support vote kar campaign via namo app,0
modi zero account never gave singl press confer mute spectat hate crime minor,2
may think lot hatr bjp modi truth grate bjp rss help understand mean congress mean indianhindu shiv bhakt,0
modi claim corrupt reduc tenur fact increas manifold govt offic openli threaten demand bribe like birth right take bribe work done without exchang money,1
ratan tata lavish prais narendra modi say deliv new india,1
modi vindic iim studi debunk jobless growth theori say million ad labour forc yearli,0
nation pmimran tke action muslim famili haryana indianstaterss modi follow brutel beaten muslim famili thi celebr,1
lodha group big scamster nirav modi probabl bigger cheat million pretens bjp mla busi satisfi hunger money power cost investor,1
modi rise polit leadership coincid expand use social media india start tweet amongst leader india social media platform oct million follow today,2
intent right jave akhtar find name poster modi biopic mumbai mirror,2
suppos good friend see noth wrong demon entir commun,1
minist impot slur opposit drag modi ndtv news,0
khejriv said absolut truth go happen rss led modi come power end democrat system elect advent dictatorship whose sign alreadi visibl,1
lok sabha elect live made possibl say ganga yatra financialxpress,1
vote ensur govt need deserv anupam kher respond modi vote kar appeal elect via namo app,0
none modi famili member got benefit pm rel mamta banerje famili take full advantag positionthi reason peopl support modi truli honest leader unlik maha milavat gathbandhan,1
modi expos armi india joke,1
dont idea indian polit parti chokidar modi well,0
get chanc interact shri narendra modi directli event held st march pm regist,1
sure defeat make modi real chiwkidar stay street order make realis fate true chowkidar,1
iaf induct new helicopt ch f chinook complet failur modi complet procur without corrupt,2
modi tea seller shirt seller,0
one prais haxinda ardern show sympathi mani like modi bill maher didnt even bother tweet christchurch attack,1
strongli believ becom power hungri psycho obsess modi think cant work delhi still clean like london promis kuch kar nahi sakt utar kyu nahi jaat,2
also modi,0
well modi indian arm forc trust forcesmodi come forc remain,0
narendra modi prime minist prioriti develop public propaganda agenda unlik modi rahul care equal youth women small busi farmer,2
dont worri modi anoth yr think yr till chill,0
farrukh cant sonia rahul fight varansi gandhinagar sure defeat modi shah anywher anytim ridicul cud,1
ever answer anonym call pretend survey pre poll parti support base answer ivr support vote modi bjp suspect someth fishi behind caus disappear name,2
world first modithem cafe tamil nadu shalinilobo video,1
new low polit modi happen year,1
techi arrest shout modi modi bangalor,0
abe gadh tiwari modi biggest campaign indian polit histori need good join bjp noth,1
debit card introduc govt peopl bank loss peopl stop put money want tax peopl name servic digit india start loss poor peopl brought miseri one utter flop modi govt,2
chowkidar apologis sever fall ill stampedelik situat ralli,2
yesterday bjp leader comment rahul marri sapna she join congress she bjp modi marri,0
rajat sharma noth manag bjp modi ask nonesens question laugh answer never question public issu,1
call modi shampoo boy patel statu gujarat church kerala,0
count flag mahagathbandhan common agenda modi without consesu candid common vision polici programm dushman dushman dost,2
modi great,1
kcr extent support ysrcp order narendra modiamit shah bjp bjptrsysrcp want andhra pradesh hand,1
got one reason vote modi time dont want elect make modi whole life,1
accord law karma vindict peopl way hurt other end broke alon mrmodi want use congress scheme proxi incompet treacheri here even fail read,2
whatev grous cant stop laud sheer great visionari put system togeth yr still go string shame iim harvard cannot get system work year best,1
sad sure upa sure modi modi modi without doubt,2
prime minist narendra modi address two elect ralli west bengal april firstpost,0
modi win elect next term veteran congress leader janardhana poojari veteran,1
modi bjp,0
must meant nirav modi,0
better modi modi even littl understand would took dissastor diciss like demonitis,1
applic everi govt depart includ politicianshai modi dum kark dikheyewarna har cheez polit ghusana band kre chor saala,0
incarn narend modi say soul narend modi emergi vivek oberoi bodi convert chalchitra,0
wonder india industraliat bat modi govern high expect bring ceo india pre reduc mere salesman,2
code say candid must canvass vote basi attack someon religion cast commun race even person abus rival bar read,1
reallywhat joke plan promis hate modi bjp realli need hate person love care mine philosophi,2
modi,0
call india praan jay par cast jaay,0
reason modi shiv sena even thakrey call chowkidar chor hai,0
psu mmtcpec lost crore nsel scam everi indian lost inr jignesh shah million chowkidar could recov anyth yr modi market deliveri,0
still tweet incid one respect journalist quot modi ghar mein ghuss kar mareng similar incid happen victim minor commun,0
vote kar appeal everyon tweetstorm,0
happi birthday modi,1
narendra modi prime minist india templ eleph desper need help sign petit via,2
modi gujrat fight varanasi,0
see chang indian economi modi govern compar upa,0
know npci govt org behind bhim found check websit youll find stuff modi champion like rupay ct etc,2
modi urg note person spread voter awar time india,0
thought modi becam thing becom betteri complain month respons made offici complaint till noth month vodafon blackmail sir lot fix,2
modi jan aushadhi store sell jelusil subsid price doctor make use,0
hope peopl crush jaw shout modi modi,2
vote everi citizen right everi vote count vote kar narendra modi appeal everyon tweetstorm via namo app,1
feel proud prime minist india modi,1
board pass air india pic modi,0
congress tri strategi take back ground fake agenda antiincumb modi govt modi start firm ground fix loss make state bigger glori higher rang predict,2
nice love sir big fan voter narendra modi,1
modi govern comprehens strategi doubl farmer incom,0
stand clean polit oppon south mumbai lost voic former union minist mumbai south candid,1
phenomena trump modi complet differ say arundhati roy via,0
public stunt divert subject modi shameless encash vote mother dont take care mother modi enjoy luxuri life world tour,1
bhagirath kalyug gadkari ganga pollut modi govt inspit spent clean,1
sad,2
lol chalein isi baat khush rahein btw want peac modi want reveng got peac couldnt get reveng wont tweet fail would elect run yeah doubl standard point tweet,1
modi matter,0
infam botiboti imran masood threaten chop modi piec given ticket fight elect saharanpur absolut spot compar terrorist masood azhar,2
modi funni video show knowledg watch full video,1
real deshbhakt love respect crore peopl india fake deshbhakt love modi differ deshbhakti modi bhakti,1
gujrat stat bann wale modi tablet expir date may,0
lost battl entir echosystem media judiciari miracl save daughter,0
book sub insight sitebjp win state elect trump congratul modi,1
chandrababu naidu call modi demon jd mla want crush jaw modi support polit india reach new low,1
modi hai mumkin hai indian railway station stun beyond belief revamp station leav younbspawestruck,1
done deliber intent shabana azmi accus biopic maker veteran actor shabana azmi today hit maker biopic prime minist narendra modi alleg intent name husban,0
good noth incompet corrupt fake failur govern pleas dont forget remov fakendra modi corrupt fake failur govern sourc rangeen duniya via dailyhunt,2
modi went meet nawaz sharif without invit biryani week modi came back sare mother gift nawaz lost jawan pathankot terror attack vote modi,1
modi transpar public life,0
per data provid modi govt lok sabha almost total fund beti bachao beti padhao scheme spent advertis impact assess conduct scheme fail front,2
modi govern spoil opportun good relat china pakistan mindset treat neighbor inferior actual belong brahmin cult alway consid suprem other treat dalit muslim countri,1
els sir ratan tata endors,0
governor kalyan singh pitch openli modi sens proprieti left presid take note governor kalyan singh,0
serious thought modi bring uniform civil code chang text cbse didnt,2
stop way ahead defin demand point cri split milk bjp creation distor vision divid rule brit nehru clan cabal,2
modi allot heavi fund dmkaiadmk bjp enjoy fun world bank offer huge fund vaigai dam project dmk aiadmktn bjp enjoy fund cpm rengarajan stop neet aiadmk dmk bjpcong support cbse punish peopl enjoy fund,1
vote kar shri appeal everyon tweetstorm,0
clsa wood remain doubleoverweight india see modi return power,0
shampoo boy dhulai lifetim chowkidar waterloo inc watersh hindu dharma washout christoislamocommiefascistfeminitwit,0
modi tackl father dynast like karti left fight futur worri,0
complaint number sinc one month respons guy job sleep help consum also sleep modi jithi progressw expect sleep depart respond blackmail stop,1
guy modi modi modi judgement declar,0
modi pleas repli question rais,0
modi,0
rahul gandhi doesnt make fals promis like bjp past record show alway fought right given month modi give month,2
remov modi hoard fuel pump airport congress,0
great achiev indian govern special thank modi sir,1
north easthamn naam modi govt main suna woh bhi india main hai corrupt congress,1
seen bark hindustan stupid person bark like dog regularli tell modi chor hai modi honest person dog brought like childrenfriend advanc countri,2
well age sure expect reward modi modi disast india bless pakistan chosen,1
gadkari logic rajiv gandhi modi would launch digit india jumla,0
final come prime minist india sell shirt modi liter disgrac offic,0
air india board pass modi pic caus stir look say,0
uniqu encyclopedia site media court made muslim fear modi prop,1
also want modi lifetim,0
indian prime minist modi expect use nationalist fervor wake kashmir attack woo voter april may,2
feel better shitti flight,1
ill give cap put whistl neck akbaruddin owaisi attack modi chowkidaar campaign click,2
accord trump share stage bill gate warren buffett mark zuckerberg chor show sick mindsetwhat net worth modi far like rahul gandhi make thousand crore illeg busi practic bail,2
modi forev delhi malik declar delhi separ nation,0
naya pakistan time better modi dirti terrorist hindustan muslim kill beaten daili basi race time better idol worshipp,1
modi allot heavi fund dmkaiadmk bjp enjoy fun world bank offer huge fund vaigai dam project dmk aiadmktn bjp enjoy fund cpm rengarajan stop neet aiadmk dmk bjpcong support cbse punish peopl enjoy fund let kid think,1
modi oppos made state agre profit sharingdid cong tri take everi state onboardgdp data think read data opposit directionwhol worldworld bank say tat india growth healthier rest world see nose dive,0
develop becom mass movement modi govt econom social polit empower life one wit posit paradigm shift new india via namo app,1
